NEVO-code,productnaam,energie_kcal,koolhydraten_g,eiwitten_g,vetten_g
3233,Salade garnalen- lunch/borrel,299,5.9,6.7,27.6
3235,Popcorn zoute gepoft z olie,377,70.3,12.7,3.9
3236,Tarwestokbrood wit m kruidenboter kant-en-klaar,303,39.4,7.8,12.2
3237,Oliebol ongevuld,245,32.2,6.5,9.6
3238,Brownie ongevuld,421,55.4,4.4,19.8
3239,Taai-taai,353,79.9,5.3,0.9
3240,Melk halfvolle lactosevrij,44,4.4,3.4,1.5
3241,Boter kruiden-,623,2.1,1.2,67.7
3242,Stroop schenk-,288,72.0,0.0,0.0
3243,Olie kokos-,892,0.0,0.0,99.1
3244,Fudge/karamel zachte,435,70.8,1.9,16.0
3245,Muisjes gestampte/roze&witte/blauwe&witte,402,92.0,2.0,2.4
3246,Vlokken chocolade- mix wit en puur,450,75.2,3.2,14.4
3247,Siroop vruchtenlimonade- m suiker en zoetstof 20-25 g KH,94,23.3,0.1,0.0
3248,Siroop vruchtenlimonade- m 45-50 mg vit C,238,59.6,0.0,0.0
3249,Mentos,387,92.5,0.0,1.9
3250,Pasta glutenvrij gekookt,143,29.5,3.6,1.0
3251,Pasta verrijkt m vezel gekookt,134,25.6,4.4,0.6
3252,Surimi,122,15.5,6.8,3.6
3253,Chips tortilla overige smaken,487,56.6,6.6,25.0
3254,Groente roerbakmix champignon gekookt,25,2.6,1.9,0.3
3256,Sardines gegrild,171,0.0,25.3,7.8
3257,Vis vet >5 g vet gem bereid in magnetron z toev,202,0.0,24.7,11.5
3258,Filodeeg onbereid,286,57.9,8.0,1.9
3259,Melkdrank Yakult Plus,45,10.2,1.3,0.0
3267,Bier Radler,39,6.5,0.4,0.0
3268,Bier bok-,61,5.2,0.6,0.0
3282,Yoghurt halfvolle lactosevrij,42,2.0,4.5,1.5
3316,Yoghurtdrank Actimel vruchten,72,11.7,2.7,1.5
3318,Koolvis (Alaska) rauw,72,0.0,16.4,0.7
3319,Koolvis (Alaska) gestoomd,120,0.0,27.4,1.2
3320,Garnalen roze gekookt,70,0.0,15.4,0.9
3321,Tongschar rauw,73,0.0,16.7,0.7
3322,Pangasius rauw,74,0.0,14.9,1.6
3323,Rostirondjes diepvries onbereid,178,24.5,2.0,7.3
3324,Vleeswaren natriumarm,179,3.5,16.1,11.1
3325,Wafel rijst- naturel z zout,390,81.8,6.6,3.0
3326,Tarwebrood volkoren fijn m pompoenpitten,274,34.9,13.2,7.5
3327,Tarwebrood gem v bruin en volkoren,237,41.1,10.5,2.0
3328,Tarwebrood gem v bruin en volkoren m zaden,276,37.4,11.9,7.2
3330,Halvarineproduct Vita d'Or Goed begin,347,1.1,0.0,38.0
3331,Artisjokharten blik/glas,27,1.5,2.1,0.4
3332,Sla romaine rauw,17,1.2,1.2,0.3
3333,Aardappel(product) naturel voorgekookt koelvers,80,16.6,1.7,0.4
3334,Olie rijst-,900,0.0,0.0,100.0
3335,Olie frituur-,900,0.0,0.0,100.0
3336,Olijven gem in water blik/glas,122,0.8,0.9,11.6
3340,Halvarine 40% vet <17 g verz vetz verrijkt m vit E gezouten,360,0.0,0.0,40.0
3341,Meloen cantaloupe,38,7.9,0.8,0.2
3342,Bak- en braadvet Vita d'Or Vlees&jus vloeibaar,878,0.9,0.3,97.0
3343,Saus chili-,149,35.8,0.3,0.3
3344,Saus knoflook- 30-<40% olie,378,12.0,1.0,36.2
3345,Runderrosbief (vleeswaar),156,0.2,27.2,5.1
3346,Ontbijtproduct Special flakes m chocolade,404,73.4,8.8,6.7
3349,Saus bolognese- kant-en-klaar glas,101,8.5,4.3,5.3
3350,Hagelslag chocolade- extra puur,424,53.7,7.8,18.3
3351,Marmelade,260,63.9,0.3,0.2
3352,Soeppoeder,372,54.2,9.6,12.1
3353,Zoutje luchtig mais- Organix Goodies,452,73.2,8.2,13.7
3355,Vlokken chocolade- wit,458,77.0,5.9,14.0
3356,Kaas Heks'n-,356,9.7,1.9,34.3
3357,Siroop gember-,215,52.2,0.0,0.4
3358,Schuimpje,366,89.2,2.1,0.1
3359,Kokoswater naturel,18,4.5,0.0,0.0
3360,Stroop appel- peren,253,60.3,1.1,0.0
3362,Kaas Feta,274,0.6,16.6,22.8
3363,Nasischijf diepvries onbereid,197,31.4,5.3,5.4
3364,Yoghurtdrank verrijkt m calcium,55,11.7,1.8,0.0
3366,Vruchtendrank m zuivel m suiker en zoetstof,32,7.8,0.1,0.0
3367,Kroket oven- vlees diepvries onbereid,247,21.5,8.1,14.0
3368,Kaas room- m kruiden 25-30 g vet,291,3.4,5.3,28.4
3369,IJs sorbet-,126,30.8,0.2,0.1
3370,Kaas witte 45+,247,0.6,17.1,19.6
3371,Bitterbal oven- diepvries onbereid,246,21.3,7.9,14.1
3372,Halvarineproduct Vita d'Or Bewust light,270,0.0,0.0,30.0
3373,Broodje frikandel- bladerdeegbasis,327,25.4,8.0,21.2
3374,Focaccia,266,38.4,7.7,8.7
3375,Zoutje bladerdeeg-,501,53.0,10.0,27.0
3376,Olie sesam-,898,0.0,0.2,99.7
3377,Kaas Ricotta,141,3.9,8.0,10.3
3378,Pinda's omhuld m melkchocolade,568,35.5,16.1,39.1
3382,Dreumesmelk Kruidvat 4 p 100 ml,68,8.9,1.5,2.8
3383,Peutermelk Kruidvat 5 p 100 ml,51,6.9,1.2,1.9
3442,Ontbijtproduct Tresor Kellogg's,452,69.0,7.3,15.5
3444,Ontbijtproduct Honey pops Kellogg's,384,85.0,5.2,1.5
3445,Bessen goji- gedroogd,343,64.1,14.3,0.4
3446,Hennepzaad,592,4.7,31.6,48.8
3447,Chiazaad gedroogd,443,7.7,16.5,30.7
3448,Bessen moerbei- rauw,45,8.1,1.4,0.4
3449,Olie koolzaad-/raapzaad-,899,0.0,0.0,99.9
3450,Munt vers,49,5.1,3.8,0.7
3451,Olie palm-,899,0.0,0.0,99.9
5039,Koffie latte macchiato vers bereid,46,3.4,2.5,2.5
5040,Tarwebrood volkoren tijger- ,238,40.4,10.8,2.3
5041,Olie plantaardig gem,898,0.0,0.1,99.7
5042,Drop m schuim,334,76.6,6.1,0.3
5043,Tarwemaisbrood wit m zaden,298,40.7,12.2,8.2
5044,Tarwebrood wit gem v melk- en waterwit m zaden,288,43.5,10.7,6.9
5048,Aardappel(product) gekruid voorgekookt koelvers,80,16.6,1.7,0.4
5049,Noten amandelen m vliesje ongezouten,622,5.0,25.4,53.4
5050,Noten para- gezouten,687,2.6,14.3,67.1
5051,Biscuit melk- AH/Jumbo,488,62.0,9.9,21.0
5054,Thee automaat- m suiker,15,3.7,0.0,0.0
5059,Koffie automaat- m suiker,16,3.8,0.2,0.0
5062,Soep tomaten- m vermicelli,24,3.6,0.8,0.6
5063,Biscuit ontbijt- Liga Belvita,446,67.7,7.7,14.8
5064,Kikkers/muizen fondant m chocolade,393,84.7,1.0,5.3
5065,Sap vruchten- Healthy People Cranberry,49,12.0,0.1,0.0
5068,Bier Radler alcoholvrij,34,8.3,0.2,0.0
5072,"Rijst noten- rauw m geconfijt fruit, noten en zaden",385,51.7,7.9,15.1
5074,Salade kaas- lunch/borrel,422,6.8,9.0,39.4
5079,Perzik m schil,40,7.2,1.0,0.1
5082,Vruchtendrank sap m water,22,5.0,0.2,0.0
5083,Koek ontbijt- m chocolade,316,67.1,2.8,3.3
5084,Pap Nestle Pyjamapapje kant-en-klaar,83,12.3,2.3,2.7
5088,Gehakt rul vegetarisch obv soja onbereid verrijkt m ijzer en vit B12 De Vegetarische Slager,125,2.9,24.0,0.5
5089,Suiker poeder-,396,99.0,0.0,0.0
5091,Chocolade gevuld m karamel Rolo,477,68.4,4.4,20.4
5094,Varkensrollade (vleeswaar),129,1.1,19.7,5.1
5095,Cracker mini- naturel,442,69.3,10.9,12.9
5098,Cracker mini- m smaakje,435,68.3,10.4,12.6
5099,Aardappelschijfjes/-partjes ed gekruid diepvries onbereid,134,21.2,2.5,3.8
5100,Tapenade v tomaten,291,12.2,3.1,24.7
5101,Drink rijst- z suiker,65,13.7,0.3,1.0
5102,Aioli,726,2.9,1.5,78.6
5104,Knackebrod Oerknack Bolletje,427,60.3,15.0,12.3
5106,Beschuit boeren-,440,56.0,16.0,15.0
5110,Noten wal- gezouten,706,5.1,15.9,68.1
5111,Noten macadamia gezouten,753,5.4,7.8,76.1
5112,Noten pistache ongezouten,592,10.8,23.8,48.3
5113,Noten amandelen m vliesje gezouten,622,5.0,25.4,53.4
5116,Drink amandel- m suiker verrijkt m calcium en vitamines,23,2.9,0.4,1.1
5119,Drink amandel- z suiker verrijkt m calcium en vitamines,13,0.5,0.3,1.1
5120,Kiwi gem,64,11.4,1.0,0.6
5121,Guacamole,153,2.5,1.7,14.5
5122,Glazuur suiker-,354,88.4,0.0,0.0
5126,Ontbijtproduct Cornflakes Plus/1 de Beste,375,83.0,7.8,0.5
5127,Boterproduct melange gezouten,675,0.9,0.7,74.3
5133,Ontbijtproduct Honey hoops Crownfield,386,76.8,9.1,3.0
5134,Ontbijtproduct Chocoschelpjes G'woon,381,75.6,10.0,2.9
5139,Siroop vruchtenlimonade- m zoetstof Karvan Cevitam,25,5.9,0.2,0.0
5140,Wafel rijst- m vruchtensmaak Organix,390,88.0,6.8,1.1
5141,Tzatziki,156,4.1,4.0,13.4
5143,Cake madeleine cakereepjes Lotus,424,49.4,6.2,21.4
5146,Kruidnoten,442,77.1,5.8,11.8
5147,Chocolade extra puur,578,27.2,9.2,45.4
5149,Bakmix voor pannenkoeken meergranen-,339,63.8,11.4,2.0
5152,IJs room- m karamel en noten,243,29.8,3.2,12.3
5153,Saus oester-,105,24.3,1.5,0.2
5156,Anijszaad,384,35.4,17.6,15.9
5158,Noten pecan- gebrand m olie gezouten,750,4.3,9.2,75.2
5160,"Rijst noten- gekookt m geconfijt fruit, noten en zaden",206,30.8,5.6,6.3
5163,Gehaktbal varkens- m ei en paneermeel rauw,187,5.1,19.1,9.9
5164,Ontbijtproduct Honingringetjes 1 de Beste,381,76.7,9.0,2.8
5165,Worst met-,484,2.7,22.3,42.5
5167,Bonen black eyed blik/glas,126,18.9,7.8,0.9
5168,Bonen bruine gekookt,108,15.2,6.1,0.7
5169,Linzen bruine blik/glas,112,15.6,7.6,0.8
5170,Bonen cannellini blik/glas,113,15.0,7.1,1.1
5171,Bonen chili- blik/glas,106,15.8,6.3,0.8
5172,Kapucijners jonge blik/glas,93,13.2,5.7,0.7
5173,Bonen kidney- rode gekookt,115,13.9,8.3,0.7
5174,Linzen rode gekookt,110,16.1,7.7,0.6
5175,Bonen witte gekookt,113,13.4,7.8,1.0
5176,Bonen zwarte blik/glas,113,14.1,7.9,1.0
5177,Soep erwten- m vlees,77,6.3,4.9,3.0
5182,Berenklauw bereid m vloeibaar frituurvet,213,4.9,10.3,16.6
5183,Kipkorn bereid m vloeibaar vet,381,16.5,11.6,29.7
5195,Vet kippen-,900,0.0,0.0,100.0
5196,Olie palmpit-,899,0.0,0.0,99.9
5197,Peuterplusmelk Nutrilon 6 p 100 ml,46,6.0,1.2,1.7
5198,Zuigelingenvoeding Hero Baby Nutrasense Standaard 1 p 100 ml,66,7.2,1.3,3.5
5199,Opvolgmelk Hero Baby Nutrasense Standaard 2 p 100 ml,70,9.5,1.4,2.9
5200,Peutermelk Hero Baby Nutrasense 3 p 100 ml,62,8.2,1.3,2.6
5201,Peutermelk Hero Baby Nutrasense 4 p 100 ml,50,6.7,1.1,2.1
5202,Zuigelingenvoeding Hipp Biologisch Combiotik 1 p 100 ml,66,7.3,1.3,3.5
5203,Opvolgmelk Hipp Biologisch Combiotik 2 p 100 ml,70,7.9,1.5,3.5
5204,Opvolgmelk Hipp Biologisch Combiotik 3 p 100 ml,66,8.0,1.4,3.0
5205,Zuigelingenvoeding Jumbo Standaard 1 p 100 ml,67,7.4,1.4,3.4
5206,Opvolgmelk Jumbo Standaard 2 p 100 ml,69,8.8,1.4,3.0
5207,Opvolgmelk Jumbo Standaard 3 p 100 ml,70,8.8,1.5,3.1
5208,Dreumesmelk Jumbo Standaard 4 p 100 ml,66,8.4,1.5,2.8
5209,Peutermelk Jumbo Standaard 5 p 100 ml,62,8.2,1.2,2.5
5210,Zuigelingenvoeding Albert Heijn Standaard 1 p 100 ml,66,7.0,1.4,3.5
5211,Opvolgmelk Albert Heijn Standaard 2 p 100 ml,65,7.9,1.6,2.9
5212,Opvolgmelk Albert Heijn Standaard 3 p 100 ml,69,8.4,1.9,3.0
5213,Dreumesmelk Albert Heijn Standaard 4 p 100 ml,69,8.8,1.6,3.0
5214,Zuigelingenvoeding Albert Heijn Biologisch Standaard 1 p 100 ml,67,7.2,1.5,3.6
5215,Opvolgmelk Albert Heijn Biologisch Standaard 2 p 100 ml,68,7.5,1.7,3.5
5216,Opvolgmelk Albert Heijn Biologisch Standaard 3 p 100 ml,69,7.7,1.9,3.4
5217,Zuigelingenvoeding Bonbebe Standaard 1 p 100 ml,67,7.6,1.3,3.3
5218,Opvolgmelk Bonbebe Standaard 2 p 100 ml,69,8.9,1.4,3.0
5219,Opvolgmelk Bonbebe Standaard 3 p 100 ml,71,9.0,1.5,3.1
5220,Dreumesmelk Bonbebe Standaard 4 p 100 ml,68,8.9,1.5,2.8
5224,Zuigelingenvoeding Etos Standaard 1 p 100 ml,66,7.0,1.4,3.5
5225,Opvolgmelk Etos Standaard 2 p 100 ml,65,7.9,1.6,2.9
5226,Opvolgmelk Etos Standaard 3 p 100 ml,69,8.4,1.9,3.0
5227,Dreumesmelk Etos Standaard 4 p 100 ml,69,8.8,1.6,3.0
5228,Zuigelingenvoeding Etos Biologisch Standaard 1 p 100 ml,67,7.2,1.5,3.6
5229,Opvolgmelk Etos Biologisch Standaard 2 p 100 ml,68,7.5,1.7,3.5
5230,Opvolgmelk Etos Biologisch Standaard 3 p 100 ml,69,7.7,1.9,3.4
5234,Kaas Danish Blue,350,0.0,20.5,29.5
5235,Melk halfvolle verrijkt m calcium en vit D,47,4.7,3.5,1.6
5236,Taart appel- zandtaardeeg gem,225,31.9,2.9,9.1
5237,Cake naturel gem,398,42.8,5.7,22.5
5238,Bladerdeeg gem bereid,500,46.6,7.8,30.9
5239,Cake appel- gem,261,30.5,3.5,13.5
5240,Appelflap gem,307,39.3,3.6,14.5
5241,Irish coffee,166,6.7,0.7,8.7
5242,Cake chocolade- gem,396,46.5,5.7,20.3
5244,Kaasfondue huishoudelijk bereid,323,1.8,21.4,24.2
5245,Melk chocolade- halfvolle m zoetstof,48,4.5,3.3,1.7
5246,Wijn alcoholvrij,23,5.3,0.1,0.1
5247,Plantaardig alternatief voor yoghurt obv soja z suiker verrijkt m calcium en vitamines,39,0.0,4.0,2.3
5248,Cheesecake,320,24.0,5.4,22.3
5249,Popcorn zoute kant-en-klaar (gepoft m olie),505,52.3,8.4,27.1
5251,Popcorn zoete kant-en-klaar (gepoft m olie),419,84.7,4.7,5.8
5253,Azijn balsamico,123,25.3,0.7,0.0
5254,Carrotcake,357,36.9,4.5,20.9
5255,Bananenbrood,298,38.9,4.7,13.2
5256,Paneermeel kruiden-,343,65.1,10.3,3.7
5257,Peper zoete gevuld m roomkaas,161,2.2,3.6,15.2
5258,Hagelslag chocolade- mix wit en melk,452,74.2,5.8,14.1
5260,Vlokken chocolade- mix wit en melk,456,74.5,5.9,14.5
5261,Skyr m vruchten magere,71,7.9,9.3,0.0
5262,Bakmix voor cake naturel,372,85.7,5.0,0.6
5263,Bamigroenten rauw,27,3.5,1.8,0.1
5264,Cracker luchtige naturel,380,72.0,13.0,3.5
5265,Tonijn m groente en tomatensaus in blik,98,4.8,11.7,3.5
5266,Zeevruchten bereid,112,4.6,16.9,2.9
5267,Groente roerbakmix champignon rauw,25,2.8,1.7,0.3
5268,Groente roerbakmix Hollandse rauw,27,3.5,1.5,0.3
5269,Groente roerbakmix Italiaanse rauw,28,4.2,1.2,0.2
5270,Groente roerbakmix oosterse rauw,29,3.9,1.7,0.2
5271,Yoghurt Griekse magere,56,5.0,8.2,0.1
5272,Koek ontbijt- z suiker,238,53.2,2.9,1.2
5273,Fruitreep m noten,424,47.6,7.8,20.9
5275,Pindakaas 100% pinda's ongezouten,611,11.6,26.5,49.1
5277,Vet dierlijk gem,897,0.0,0.0,99.7
5279,Vruchten bos- gem ,39,6.0,0.9,0.1
5280,Kalfsvlees gem rauw,127,0.0,21.3,4.7
5286,Zout bakkers- m toegevoegd jodium,0,0.0,0.0,0.0
5290,Cacaopoeder magere,332,12.4,23.4,11.0
5292,Pasta noten- 100% noten ongezouten,639,10.9,19.8,55.9
5294,IJs yoghurt- m vruchten,165,23.9,2.6,6.4
5295,Skyr naturel magere,60,3.7,10.6,0.0
5299,Bakmix voor appeltaart,371,82.3,6.0,0.7
5300,Bakmix voor kwarktaart,438,77.5,7.7,10.6
5304,Frites groente- voorgebakken diepvries onbereid,142,15.0,2.2,7.0
5305,Soeppoeder 1-kops soep,372,54.2,9.6,12.1
5306,Melk volle lactosevrij,64,4.6,3.4,3.6
5315,Zoetstof intensief obv koolhydraten als vulmiddel,358,85.7,2.8,0.2
5317,Witlof m ham en kaas uit de oven,101,1.8,8.1,6.5
5318,Ratatouille bereid z vlees,56,3.3,1.1,3.9
5319,Bonenschotel m groente in tomatensaus blik/glas/zak,71,9.0,3.4,1.4
5320,Stoofperen bereid m gezoet kookvocht,58,13.5,0.2,0.1
5321,Omelet/roerei,161,0.7,10.2,13.1
5322,Omelet ham-kaas,209,0.8,11.5,17.6
5323,Omelet m aardappel Spaanse tortilla,137,8.1,6.0,8.8
5324,"Omelet m aardappel, groente en spek Spaanse tortilla",126,4.4,6.5,8.9
5325,Bobotie z rijst,129,5.5,7.0,8.5
5326,Mosselen rauw,67,1.9,11.1,1.7
5328,Saus carbonara- huishoudelijk bereid,284,1.0,13.5,25.1
5329,Hachee,98,4.7,8.0,5.1
5330,Knoflook bereid z vet,127,23.8,5.6,0.3
5337,Paprika gevuld m gehakt,145,6.5,5.7,10.4
5339,Yoghurt geiten- volle,74,3.6,3.7,4.7
5340,IJs room- chocolade,226,28.6,3.5,10.4
5341,Shaslick spies varkensvlees m groente bereid,75,1.5,12.8,1.8
5342,Viscuisine koolvis m paneermeel-kruidenkorst bereid,217,10.4,16.3,11.9
5345,IJs room- vanille,220,24.9,3.0,12.0
5346,IJs vanille-,212,25.8,2.9,10.7
5347,IJs room- m vruchten,194,27.1,2.7,8.1
5348,IJs room/vanille- cornet m vruchten,269,40.5,3.1,10.3
5349,Bakmix voor pannenkoeken volkoren-,347,62.3,12.2,3.3
5352,Broodje gezond v witbrood,218,25.8,11.7,7.0
5353,Mousse chocolade- kant-en-klaar,189,23.9,5.3,7.5
5354,Tosti ham-kaas v witbrood,253,27.7,12.7,9.7
5355,Broodje hamburger huishoudelijk bereid,213,13.6,10.8,12.5
5356,Frikandel speciaal,230,9.2,10.2,16.5
5358,Salade Griekse z dressing,81,2.3,4.7,5.6
5359,Risotto bereid,196,25.6,5.8,7.6
5360,Sushi m zalm en komkommer ,133,22.8,5.5,1.8
5363,Wrap m kip,166,16.6,13.2,4.8
5364,Aardpeer rauw,75,13.4,2.0,0.5
5369,Meloen gem,31,6.9,0.5,0.0
5370,Candybar gem,478,65.1,5.4,21.5
5371,Pindarotsjes,582,31.0,15.8,42.6
5372,Snoepmix,328,75.3,5.8,0.3
5376,Siroop vruchtenlimonade- m suiker en zoetstof 30-35 g KH,134,33.4,0.0,0.0
5378,Wentelteefje v wit tarwebrood,199,24.7,5.9,8.3
5382,Pannenkoek spek- koelvers,210,18.6,6.6,11.9
5386,Salade nicoise m dressing,75,2.5,4.4,4.8
5393,Pastagerecht carbonara huishoudelijk bereid,182,20.2,7.5,7.6
5394,Frites speciaal,249,25.6,2.6,14.5
5395,Frites m sauzen en uitjes,255,25.3,3.1,15.1
5396,Frites kapsalon,216,8.8,9.6,15.6
5397,Noodles instant onbereid,461,64.6,10.2,17.2
5398,Quiche Lorraine,296,14.4,11.7,20.9
5401,Stamppot boerenkool m rookworst en spekjes,137,9.4,5.2,8.4
5402,Stamppot rauwe andijvie m gehaktbal en spekjes,101,11.3,5.2,3.6
5404,Zaden en pitten gem,562,10.5,19.1,44.8
5407,Spread fruit-,162,38.0,0.5,0.1
5408,Vruchtendrank Dubbeldrank,45,10.8,0.2,0.0
5409,Margarineproduct 60% vet <17g verz vetz gezouten,536,0.2,0.0,59.5
5410,Halvarine Blue Band,357,1.1,0.3,39.0
5411,Glutenvrij brood donker,205,35.0,4.1,3.6
5412,Glutenvrij brood licht,212,38.9,4.1,3.1
5413,Glutenvrij brood meerzaden ,236,33.5,5.0,7.0
5414,Glutenvrij brood zuurdesem,266,49.0,4.3,4.2
5415,Kruiden tuin- vers gem,43,4.1,3.3,0.7
5416,Margarineproduct 45% vet <17 g verz vetz ongezouten,406,0.2,0.2,45.0
5417,Gnocchi gekookt,155,34.0,3.5,0.2
5418,Gnocchi onbereid,174,37.9,3.9,0.3
5420,Limonade vruchten- m suiker en zoetstof 7-9 g KH,31,7.7,0.0,0.0
5421,Halvarineproduct Albert Heijn light,270,0.0,0.0,30.0
5422,Halvarineproduct Albert Heijn Goed Begin,351,0.0,0.0,39.0
5423,Halvarineproduct Jumbo Goed Begin,347,1.1,0.1,38.0
5424,Halvarine Jumbo,356,1.2,0.1,39.0
5425,Smeltjus bereid,260,1.6,0.4,28.0
5427,Drink haver- z suiker verrijkt m calcium en vitamines,44,6.7,0.5,1.5
5428,Bonen bruine blik/glas geen zout toegevoegd,118,15.9,8.0,0.9
5429,Linzen blik/glas geen zout toegevoegd,93,12.5,7.7,0.5
5430,Erwten kikker- blik/glas geen zout toegevoegd,117,13.5,6.8,2.5
5431,Bonen kidney- rode blik/glas geen zout toegevoegd,102,13.0,7.7,0.7
5432,Pizza m mozzarella Margherita,203,23.0,7.5,8.6
5437,Pizza quattro formaggi,233,23.3,9.2,11.0
5440,Peulvruchten gem gekookt,117,14.4,8.2,1.3
5445,Zuigelingenvoeding Nestle Little steps 1 p 100ml,68,8.2,1.5,3.2
5446,Opvolgmelk Nestle Little steps 2 p 100ml,67,8.0,1.5,3.2
5447,Dreumesmelk Nestle Little steps 3 p 100ml,67,8.6,1.5,3.0
5448,Groente hutspot- rauw,35,5.9,0.9,0.2
5449,Groente hutspot- gekookt,34,5.9,0.8,0.2
5450,Groente roerbakmix Mexicaanse rauw,51,7.1,2.7,0.5
5451,Groente roerbakmix Mexicaanse gekookt,48,6.7,2.4,0.5
5456,Taco m gehakt en bonen,152,12.8,7.4,7.2
5457,Burrito m gehakt,205,12.5,9.4,12.5
5458,Lasagne groenten- koelverse maaltijd,112,10.6,3.3,5.9
5459,Ui rode rauw,37,5.6,1.3,0.4
5460,Broodje cheeseburger kant-en-klaar,240,20.7,12.7,11.4
5461,Ui rode gekookt,43,7.6,1.7,0.2
5462,Wafel mais- naturel m zout,385,85.0,7.4,1.1
5463,Drink haver- z suiker,40,7.1,0.3,1.1
5464,Drink amandel- z suiker,26,0.6,0.9,2.2
5465,Plantaardig alternatief voor Goudse kaas obv kokosolie,268,17.4,0.3,21.5
5466,Plantaardig alternatief voor Goudse kaas obv kokosolie verrijkt m Ca en Vit B12,286,22.7,0.1,21.3
5467,Hummus m groente,251,11.0,5.3,19.1
5468,Soepstengel volkoren,385,61.9,14.1,6.5
5469,Saus sate- geconcentreerd,437,36.5,13.5,25.5
5470,Saus soja-,40,4.4,5.5,0.0
5471,Saus wok- teriyaki,164,38.2,1.9,0.3
5473,Zoutje luchtig aardappelbasis ,514,59.7,3.6,28.4
5474,Drink kokos- m suiker verrijkt m calcium en vitamines,25,2.4,0.2,1.6
5475,Kipschnitzel krokant rauw,265,19.2,13.6,14.6
5478,Worst boterham- vegetarisch,173,3.5,8.7,12.9
5479,Pate/smeerworst vegetarisch obv soja/erwt,235,5.5,6.8,19.9
5482,Wrap/tortilla obv tarwe volkoren,277,44.1,8.8,5.3
5485,Reepjes/stukjes vegetarisch obv soja/tarwe onbereid,171,4.4,20.3,6.6
5489,Margarineproduct Becel Romig 60% vet,544,0.5,0.5,60.0
5490,Halvarineproduct 20% vet <10g verz vetz gezouten,180,0.0,0.0,20.0
5491,Muesli krokante m fruit verrijkt m vezel,430,59.2,8.2,15.1
5493,Asperge groene gekookt,27,1.7,2.7,0.3
5494,Noten gemengd m cranberry ongezouten,555,29.5,15.0,40.4
5495,Muesli krokante m noten verrijkt m vezel,456,53.6,9.8,19.8
5496,Muesli krokante m chocolade verrijkt m vezel,448,55.8,9.4,18.1
5497,Kokos geraspt gedroogd,674,8.6,7.1,64.8
5498,Seroendeng,609,19.6,12.9,50.9
5499,Bouillon geconcentreerd m groente of vlees pot,53,3.3,5.7,1.7
5505,Peulvruchten gem gedroogd,335,43.6,23.1,3.9
5507,Eiwitreep m pinda,506,30.3,22.2,30.7
5508,Eiwitreep m chocola m zoetstof,369,26.7,36.7,14.8
5509,Saus wok- zoetzure,169,38.0,1.1,1.2
5510,Koek ontbijt- verrijkt m vezel,285,62.4,2.8,0.9
5511,Graanreep Sultana Good Morning,451,66.4,7.7,16.3
5512,Mueslireep verrijkt m vezel,444,59.3,9.4,16.0
5513,Biscuit fruit- verrijkt m vezel,388,72.5,6.9,7.1
5514,"Biscuit meergranen- diverse smaken verrijkt m vezel, vit en min",389,65.6,8.0,8.5
5515,Groenteballetjes/-burgers vegetarisch obv soja onbereid verrijkt m ijzer en vit B12,146,7.4,14.9,5.0
5516,Kaas komijne- 48+ gem,370,0.4,22.9,30.5
5517,Meel Johannesbroodpit-,187,3.3,3.2,1.3
5518,Couscous volkoren rauw,342,65.0,12.1,1.9
5519,Tofu onbereid,119,1.5,12.4,6.6
5522,Knolraap rauw,31,4.8,0.9,0.3
5523,Knolraap gekookt,17,2.0,0.6,0.2
5524,Varkensvlees gem rauw,201,1.2,19.0,13.3
5527,Vis mager <5 g vet gem bereid in magnetron z toevoegingen,112,0.0,23.4,2.0
5530,Saus bolognese- huishoudelijk bereid,126,4.1,7.4,8.6
5531,Spaghetti bolognese m kaas huishoudelijk bereid,149,15.1,7.7,6.1
5532,"Salade maaltijd- m kip, pasta en dressing",127,10.6,5.1,6.8
5533,Salade aardappel-,180,15.0,1.4,12.5
5534,Tosti ham-kaas v bruin/volkoren brood,246,23.8,13.5,9.9
5537,Pepers in zuur in blik/glas,14,1.9,0.8,0.1
5538,Kwark magere lactosevrij,57,3.8,9.8,0.2
5539,Couscous volkoren gekookt,114,21.7,4.0,0.6
5540,Strooigoed,411,78.9,5.2,8.0
5542,Drink soja- vruchten/vanille m suiker verrijkt m calcium en vitamines,55,7.6,2.8,1.4
5543,Drink kokos- z suiker,26,1.3,0.3,1.9
5544,Jackfruit in water blik,18,0.8,1.0,0.2
5545,Plantaardig alternatief voor yoghurt obv kokos z suiker,150,3.2,1.5,14.4
5546,Tofureepjes/-blokjes gekruid onbereid,213,1.4,15.7,15.6
5547,Falafel onbereid,231,24.0,9.1,9.0
5548,Kaasschnitzel vegetarisch onbereid,291,26.0,11.4,15.2
5549,Balletjes/burgers vegetarisch obv soja/tarwe onbereid,177,4.7,19.6,7.5
5550,Vissticks vegetarisch obv rijst/tarwe onbereid,223,28.7,4.9,9.3
5551,Balletjes/burgers vegetarisch obv soja/tarwe onbereid verrijkt m ijzer en vit B12,190,8.5,16.9,8.7
5552,Balletjes/burgers vegetarisch obv erwt onbereid,209,3.2,15.6,14.3
5553,Groenteballetjes/-burgers vegetarisch obv soja onbereid,194,12.6,10.4,10.2
5554,Reepjes/stukjes vegetarisch obv soja/tarwe onbereid verrijkt m ijzer en vit B12,178,3.0,20.4,8.4
5555,Nuggets vegetarisch obv tarwe/erwt diepvries onbereid,288,26.5,8.4,15.7
5556,Filet americain vegetarisch obv melk verrijkt m ijzer ,275,6.3,7.8,23.6
